Invoice Date,Invoice ID,Invoice Gas Station Location,Gross Purchase Cost,Amount Purchased,Fuel Type
6/26/2017,10557,1,11360.01541,11639.072,G
6/26/2017,10558,5,7642.74279,7830.496,G
6/27/2017,10559,1,21186.93977,21322.336,G
6/27/2017,10560,1,9463.525,8057.6,D
6/27/2017,10561,1,6809.95259,6977.248,G
6/27/2017,10562,1,3774.05377,3866.768,G
6/27/2017,10563,1,15141.64,12892.16,D
6/27/2017,10564,4,7945.57559,8140.768,G
6/27/2017,10565,4,5962.02075,5076.304,D
6/27/2017,10566,5,5303.35941,4515.472,D
6/29/2017,10567,1,7570.82,6446.08,D
6/29/2017,10568,1,6435.197,6593.28,G
6/29/2017,10569,1,4542.492,3867.648,D
6/29/2017,10570,2,7570.82,7756.8,G
6/29/2017,10571,2,7570.82,6446.08,D
6/30/2017,10572,1,4163.951,4266.24,G
6/30/2017,,1,,,
6/30/2017,10573,1,6435.197,5479.168,D
6/30/2017,10574,1,28401.93123,27876.336,G
6/30/2017,10575,2,9463.525,8057.6,D
6/30/2017,10576,2,7570.82,7756.8,G
6/30/2017,10577,5,7608.6741,7795.584,G
7/3/2017,10578,1,7143.06867,7318.544,G
7/3/2017,10579,1,13105.08942,11158.16,D
7/3/2017,10580,1,17412.886,17524.16,G
7/3/2017,10581,4,7570.82,7756.8,G
7/3/2017,10582,4,9463.525,8057.6,D
7/3/2017,10583,5,4921.033,4189.952,D
7/4/2017,10584,1,21194.51059,21329.952,G
7/4/2017,10585,2,11356.23,9669.12,D
7/4/2017,10586,2,9463.525,9696,G
7/5/2017,10587,1,11360.01541,9672.336,D
7/5/2017,10588,1,11360.01541,9672.336,D
7/5/2017,10589,1,10182.7529,10432.896,G
7/5/2017,10590,2,11356.23,9669.12,D
7/5/2017,10591,2,9463.525,9696,G
7/5/2017,10592,5,7582.17623,7768.432,G
7/6/2017,10593,4,8706.443,8920.32,G
7/6/2017,,4,,,
7/6/2017,,4,,,
7/6/2017,10594,4,7960.71723,6778.048,D
7/7/2017,10595,1,31797.444,31209.024,G
7/7/2017,10596,1,9084.984,9308.16,G
7/7/2017,10597,1,10228.17782,8708.656,D
7/7/2017,10598,1,1169.69169,1198.432,G
7/7/2017,10599,2,6734.24439,6899.68,G
7/7/2017,10600,5,7430.75983,7613.296,G
7/7/2017,10601,5,7192.279,6123.776,D
7/7/2017,10602,7,2271.246,1933.824,D
7/7/2017,10603,7,2271.246,2327.04,G
7/10/2017,10604,1,94.63525,96.976,G
7/10/2017,10605,1,5693.25664,5833.104,G
7/10/2017,10606,1,5662.97336,5802.096,G
7/10/2017,10607,1,10220.607,10471.68,G
7/10/2017,10608,1,11363.80082,9675.568,D
7/10/2017,10609,2,7570.82,7756.8,G
7/10/2017,10610,2,2123.61501,2175.776,G
7/10/2017,10611,2,21576.837,18371.328,D
7/12/2017,10612,1,14384.558,12247.552,D
7/12/2017,10613,1,9842.066,10083.84,G
7/12/2017,10614,1,18930.83541,15774.352,D
7/12/2017,10615,1,30275.70918,29990.864,G
7/12/2017,10616,2,9467.31041,9699.872,G
7/12/2017,10617,2,18923.26459,16111.984,D
7/12/2017,10618,3,7578.39082,6452.528,D
7/12/2017,10619,3,11356.23,11635.2,G
7/12/2017,10620,4,11356.23,11635.2,G
7/12/2017,10621,4,11356.23,9669.12,D
7/13/2017,10622,5,9084.984,9411.456,G
7/13/2017,10623,5,6060.44141,5160.08,D
7/14/2017,10624,1,5678.115,4834.56,D
7/14/2017,10625,1,14770.66982,15282.112,G
7/14/2017,10626,1,5057.30776,4305.984,D
7/14/2017,10627,1,21194.51059,23424.432,G
7/14/2017,10628,2,7570.82,7832.96,G
7/14/2017,10629,6,17045.70123,17398.144,G
7/17/2017,10630,1,13252.72041,11283.856,D
7/17/2017,10631,1,16822.36204,17340.128,G
7/17/2017,10632,1,3785.41,3954.72,G
7/17/2017,10633,2,7192.279,7513.968,G
7/17/2017,10634,2,18927.05,16115.2,D
7/17/2017,10635,4,7930.43395,6752.272,D
7/17/2017,10636,4,7230.1331,7553.52,G
7/18/2017,10637,1,18927.05,19640.8,G
7/18/2017,10638,2,9463.525,9952.4,G
7/18/2017,10639,5,7949.361,8360.016,G
7/19/2017,10640,1,11352.44459,11931.232,G
7/19/2017,10641,1,11299.44885,9970.304,D
7/19/2017,10642,1,8320.33118,7800.272,D
7/19/2017,10643,2,13248.935,12420.8,D
7/20/2017,10644,2,8327.902,7877.408,D
7/20/2017,10645,2,8327.902,8824.64,G
7/20/2017,10646,4,9463.525,10028,G
7/20/2017,10647,4,9508.94992,8994.56,D
7/20/2017,10648,5,8316.54577,7866.672,D
7/21/2017,10649,1,9463.525,9045.6,D
7/21/2017,10650,1,9471.09582,10173.728,G
7/21/2017,10651,1,32175.985,33449.2,G
7/24/2017,10652,1,13218.65172,14165.232,G
7/24/2017,,1,,,
7/24/2017,10653,1,11344.87377,12157.28,G
7/24/2017,10654,1,12794.6858,12115.008,D
7/24/2017,10655,2,9463.525,10141.2,G
7/24/2017,10656,2,12117.09741,11473.408,D
7/24/2017,10657,5,10228.17782,10960.608,G
7/25/2017,10658,1,20444.99941,21640.288,G
7/25/2017,10659,2,9084.984,8667.648,D
7/25/2017,10660,2,7373.97868,7907.936,G
7/25/2017,10661,4,8706.443,8306.496,D
7/25/2017,10662,4,8327.902,8930.944,G
7/26/2017,10663,1,11310.80508,10572.736,D
7/26/2017,10664,1,14006.017,13092.08,D
7/26/2017,10665,1,6431.41159,6811.776,G
7/27/2017,10666,1,10591.57718,11119.92,G
7/27/2017,10667,5,7495.1118,6921.136,D
7/27/2017,10668,5,7445.90147,7817.328,G
7/28/2017,10669,1,27262.52282,27850.432,G
7/28/2017,10670,1,11734.771,10990.368,D
7/28/2017,10671,1,3785.41,3545.28,D
7/28/2017,10672,1,10618.07505,11214.624,G
7/28/2017,10673,2,11356.23,11994.24,G
7/28/2017,10674,2,8706.443,8154.144,D
7/28/2017,10675,2,15141.64,14181.12,D
7/28/2017,10676,2,7570.82,7996.16,G
7/28/2017,10677,3,11477.36312,12122.176,G
7/28/2017,10678,4,9463.525,9995.2,G
7/28/2017,10679,4,9418.10008,8820.656,D
7/28/2017,10680,7,2275.03141,2402.832,G
7/31/2017,10681,1,5659.18795,5988.384,G
7/31/2017,10682,1,5708.39828,6040.448,G
7/31/2017,10683,1,8706.443,9212.88,G
7/31/2017,10684,1,12491.853,11658.768,D
8/1/2017,10685,1,26505.44082,27096.064,G
8/2/2017,10686,1,11360.01541,10784.88,D
8/2/2017,10687,1,8710.22841,9307.44,G
8/2/2017,10688,2,11356.23,10781.28,D
8/2/2017,10689,2,11356.23,10781.28,D
8/2/2017,10690,5,9887.49092,10565.44,G
8/2/2017,10691,5,7570.82,7910.72,G
8/3/2017,10692,2,11356.23,11769.6,G
8/3/2017,10693,2,11363.80082,11777.456,G
8/3/2017,10694,4,9842.066,9120.8,D
8/3/2017,10695,4,11360.01541,11773.52,G
8/4/2017,10696,1,30661.821,30621.888,G
8/4/2017,10697,1,11356.23,10543.2,D
8/4/2017,10698,1,11356.23,10543.2,D
8/4/2017,10699,1,5678.115,5867.28,G
8/4/2017,10700,5,8634.52021,8016.352,D
8/7/2017,10701,1,11356.23,10638.72,D
8/7/2017,10702,1,5110.3035,5323.968,G
8/7/2017,10703,5,9463.525,9859.2,G
8/8/2017,10704,1,30389.27148,30464.016,G
8/8/2017,10705,2,15141.64,14200.32,D
8/8/2017,10706,2,17034.345,15809.76,D
8/9/2017,10707,1,11352.44459,11799.28,G
8/9/2017,10708,1,11356.23,10571.52,D
8/9/2017,10709,4,12139.80987,12617.632,G
8/10/2017,10710,1,11356.23,10409.76,D
8/10/2017,10711,2,13627.476,13948.992,G
8/10/2017,10712,2,15141.64,15498.88,G
8/10/2017,10713,4,12113.312,11103.744,D
8/11/2017,10714,1,32281.97648,31819.664,G
8/11/2017,10715,1,9842.066,9040.928,D
8/11/2017,10716,1,15141.64,15448.96,G
8/11/2017,10717,5,9486.23746,9678.784,G
8/14/2017,10718,1,3058.61128,2810.416,D
8/14/2017,10719,1,8327.902,8509.952,G
8/14/2017,10720,1,14388.34341,13220.784,D
8/14/2017,10721,2,12113.312,11130.368,D
8/14/2017,10722,2,124.91853,127.648,G
8/14/2017,10723,2,16886.71401,15352.256,D
8/15/2017,10724,1,32175.985,32282.32,G
8/15/2017,10725,1,9512.73533,9873.472,G
8/15/2017,10726,4,11356.23,11786.88,G
8/16/2017,10727,1,11356.23,10596.96,D
8/16/2017,10728,2,10599.148,11075.008,G
8/16/2017,10729,2,11356.23,11866.08,G
8/16/2017,10730,5,7574.60541,7068.176,D
8/16/2017,10731,7,2271.246,2373.216,G
8/17/2017,10732,1,10220.607,9694.08,D
8/17/2017,10733,1,9084.984,9628.8,G
8/17/2017,10734,4,11734.771,11130.24,D
8/18/2017,10735,1,32175.985,32025.28,G
8/18/2017,10736,1,9842.066,9416.576,D
8/18/2017,10737,1,6817.52341,7021.584,G
8/18/2017,10738,3,11356.23,10865.28,D
8/18/2017,10739,3,15141.64,15594.88,G
8/21/2017,10740,1,14763.099,14242.176,D
8/21/2017,10741,2,15141.64,14607.36,D
8/21/2017,10742,2,11197.24278,10802.144,D
8/22/2017,10743,1,32179.77041,32188.176,G
8/22/2017,10744,1,9463.525,9793.6,G
8/22/2017,10745,4,11356.23,11752.32,G
8/23/2017,10746,1,11356.23,11058.24,D
8/23/2017,10747,1,9463.525,9215.2,D
8/23/2017,10748,2,15141.64,15685.76,G
8/23/2017,10749,2,9463.525,9803.6,G
8/23/2017,10750,5,9463.525,9215.2,D
8/23/2017,10751,5,11356.23,11764.32,G
8/24/2017,10752,1,8210.55429,8569.808,G
8/24/2017,10753,2,11360.01541,11163.232,D
8/24/2017,10754,2,12915.81892,12692.096,D
8/24/2017,10755,6,20819.755,21440.32,G
8/25/2017,10756,1,32179.77041,32649.28,G
8/25/2017,10757,1,11356.23,11192.64,D
8/25/2017,10758,1,9463.525,9929.2,G
8/25/2017,10759,4,15020.50688,14804.128,D
8/25/2017,10760,4,9463.525,9929.2,G
8/29/2017,10761,1,11734.771,11550.848,D
8/29/2017,10762,1,18957.33328,18475.92,D
8/29/2017,10763,1,32175.985,32657.68,G
8/30/2017,10764,2,11356.23,11205.12,D
8/30/2017,10765,2,832.7902,821.712,D
8/30/2017,10766,2,10523.4398,10383.408,D
8/30/2017,10767,2,13627.476,14247.936,G
8/30/2017,10768,2,14395.91423,15051.36,G
8/30/2017,10769,5,11609.85247,12138.448,G
8/31/2017,10770,1,10220.607,9981.792,D
8/31/2017,10771,1,18169.968,18507.264,G
8/31/2017,10772,4,11356.23,11725.44,G
9/1/2017,10773,1,6794.81095,7002.528,G
9/1/2017,10774,1,14024.94405,14453.664,G
9/1/2017,10775,1,33118.55209,32984.432,G
9/1/2017,10776,1,3785.41,3654.24,D
9/1/2017,10777,4,12113.312,11692.8,D
9/1/2017,10778,5,9471.09582,9142.912,D
9/1/2017,10779,7,2649.787,2730.784,G
9/4/2017,10780,1,11356.23,11038.72,D
9/4/2017,10781,1,5299.574,5515.776,G
9/4/2017,10782,1,16277.263,15640.992,D
9/4/2017,10783,2,14384.558,13962.112,D
9/4/2017,10784,2,10220.607,9920.448,D
9/5/2017,10785,1,30268.13836,30636.848,G
9/5/2017,10786,5,11386.51328,11919.376,G
9/6/2017,10787,1,10807.34555,10693.232,D
9/6/2017,10788,1,8286.26249,8860.736,G
9/6/2017,10789,1,12154.95151,12997.6,G
9/6/2017,10790,2,11734.771,12548.304,G
9/6/2017,10791,2,12870.394,13762.656,G
9/6/2017,10792,3,11401.65492,11281.264,D
9/6/2017,10793,4,11356.23,12143.52,G
9/6/2017,10794,4,9463.525,9363.6,D
9/7/2017,10795,2,9796.64108,9716.384,D
9/7/2017,10796,2,11242.6677,11150.576,D
9/8/2017,10797,1,10599.148,10334.912,D
9/8/2017,10798,1,11356.23,12067.68,G
9/8/2017,10799,1,7578.39082,7389.456,D
9/8/2017,10800,1,26497.87,27788.32,G
9/8/2017,10801,2,7627.60115,8105.472,G
9/8/2017,10802,2,7665.45525,8145.696,G
9/8/2017,10803,3,16845.0745,17665.44,G
9/8/2017,10804,4,7570.82,7382.08,D
9/8/2017,10805,4,7570.82,8045.12,G
9/8/2017,10806,5,6813.738,6643.872,D
9/8/2017,,5,,,
9/8/2017,10807,5,7707.09476,8189.92,G
9/8/2017,10808,6,12166.30774,11862.992,D
9/8/2017,10809,6,9618.72681,10221.312,G
9/11/2017,10810,1,11352.44459,10994.096,D
9/11/2017,10811,1,8324.11659,8781.936,G
9/12/2017,10812,1,32179.77041,32816.576,G
9/12/2017,10813,2,9543.01861,9254.688,D
9/12/2017,10814,2,13373.85353,12969.776,D
9/13/2017,10815,1,11443.29443,11221.856,D
9/14/2017,10816,1,10224.39241,10065.008,D
9/14/2017,10817,1,11356.23,12170.4,G
9/15/2017,10818,1,30287.06541,31421.52,G
9/15/2017,10819,1,7585.96164,7406.464,D
9/15/2017,10820,1,7563.24918,8108.368,G
9/15/2017,10821,1,3785.41,4058.24,G
9/15/2017,10822,4,11356.23,12174.72,G
9/15/2017,10823,4,15137.85459,14779.664,D
9/15/2017,10824,5,11360.01541,12178.768,G
9/18/2017,10825,1,8710.22841,9362.672,G
9/18/2017,10826,1,12900.67728,12648.864,D
9/18/2017,10827,2,15122.71295,16255.504,G
9/18/2017,10828,2,13252.72041,14245.424,G
9/19/2017,10829,1,32191.12664,33737.056,G
9/19/2017,10830,5,9459.73959,9464.208,D
9/20/2017,10831,1,10231.96323,10324.16,D
9/20/2017,10832,1,8339.25823,8414.4,D
9/20/2017,10833,1,8327.902,8996.064,G
9/20/2017,10834,2,16118.27578,16263.52,D
9/20/2017,10835,2,12885.53564,13001.632,D
9/20/2017,10836,4,11356.23,12267.36,G
9/20/2017,10837,4,11360.01541,11462.384,D
9/22/2017,10838,1,15137.85459,16425.344,G
9/22/2017,10839,1,11360.01541,11547.84,D
9/22/2017,10840,1,32202.48287,33826.56,G
9/22/2017,10841,5,10652.14374,11558.096,G
9/25/2017,10842,1,13627.476,14050.368,D
9/25/2017,10843,1,11360.01541,12404.928,G
9/25/2017,10844,2,11348.65918,12392.528,G
9/25/2017,10845,2,11382.72787,12429.744,G
9/25/2017,10846,7,2464.30191,2690.96,G
9/26/2017,10847,1,30298.42164,32356.64,G
9/26/2017,10848,2,17034.345,17733.6,D
9/27/2017,10849,1,11356.23,11949.12,D
9/27/2017,10850,1,7192.279,7567.776,D
9/27/2017,10851,1,9463.525,10404,G
9/27/2017,10852,2,11356.23,11949.12,D
9/27/2017,10853,4,11356.23,11949.12,D
9/27/2017,10854,4,11360.01541,12488.96,G
9/28/2017,10855,3,15145.42541,15971.984,D
9/28/2017,,3,,,
9/28/2017,10856,3,15141.64,16737.28,G
9/28/2017,10857,5,9232.61499,10205.568,G
9/29/2017,10858,1,30298.42164,31919.936,G
9/29/2017,10859,1,13248.935,14416.64,G
9/29/2017,10860,1,5689.47123,5973.28,D
9/29/2017,10861,1,13627.476,14307.264,D
9/29/2017,10862,2,11394.0841,11962.464,D
9/29/2017,10863,2,11382.72787,11950.544,D
9/29/2017,10864,4,11386.51328,11954.512,D
9/29/2017,10865,5,9463.525,9935.6,D
10/2/2017,10866,1,11360.01541,11894.048,D
10/2/2017,10867,1,8706.443,9447.296,G
10/3/2017,10868,1,30279.49459,31774.592,G
10/3/2017,10869,2,11356.23,12310.08,G
10/3/2017,10870,2,17163.04894,18365.232,G
10/3/2017,10871,4,11450.86525,12412.688,G
10/3/2017,10872,6,17087.34074,18284.224,G
10/4/2017,10873,1,11356.23,12049.92,D
10/4/2017,10874,1,11413.01115,12289.632,G
10/4/2017,10875,2,13267.86205,14078.336,D
10/5/2017,10876,1,11356.23,11928.96,G
10/5/2017,10877,4,11363.80082,11921.536,D
10/5/2017,10878,5,11307.01967,11877.264,G
10/6/2017,10879,1,9463.525,9681.6,D
10/6/2017,10880,1,11356.23,11550.72,G
10/6/2017,10881,1,27262.52282,26785.68,G
10/6/2017,10882,1,11356.23,11617.92,D
10/6/2017,10883,2,15247.63148,15450.768,D
10/9/2017,10884,1,10602.93341,10795.28,D
10/9/2017,10885,1,7218.77687,7361.936,G
10/9/2017,10886,2,11360.01541,11566.096,D
10/9/2017,10887,2,13241.36418,13503.952,G
10/9/2017,10888,2,11360.01541,11585.296,G
10/9/2017,10889,4,11356.23,11581.44,G
10/9/2017,,4,,,
10/10/2017,10890,1,30283.28,29795.84,G
10/11/2017,10891,1,11367.58623,11672.304,G
10/11/2017,10892,1,8698.87218,8904.848,D
10/11/2017,10893,5,9482.45205,9736.656,G
10/11/2017,10894,5,11356.23,11625.12,D
10/12/2017,10895,1,10599.148,10726.016,D
10/12/2017,10896,4,10580.22095,10706.864,D
10/13/2017,10897,1,30260.56754,29089.2,G
10/13/2017,10898,2,11886.1874,11837.552,G
10/13/2017,10899,2,11356.23,11474.4,D
10/13/2017,10900,2,11356.23,11474.4,D
10/13/2017,10901,7,2941.26357,2929.232,G
10/14/2017,10902,1,9463.525,9436,G
10/14/2017,10903,1,15141.64,15292.8,D
10/16/2017,10904,1,5678.115,5661.6,G
10/16/2017,10905,1,5685.68582,5669.152,G
10/16/2017,10906,1,11356.23,11323.2,G
10/17/2017,10907,1,32172.19959,30903.728,G
10/17/2017,10908,2,11276.73639,11222.496,G
10/17/2017,10909,2,11356.23,11301.6,G
10/17/2017,10910,4,12556.20497,12840.768,D
10/18/2017,10911,1,11356.23,11327.52,D
10/18/2017,10912,1,10977.689,10949.936,D
10/18/2017,10913,1,7570.82,7329.92,G
10/19/2017,10914,2,4576.56069,4576.992,D
10/19/2017,10915,2,10478.01488,10478.992,D
10/19/2017,10916,2,15281.70017,15134.56,D
10/19/2017,10917,5,10213.03618,9838.848,G
10/19/2017,10918,8,24692.22943,24454.464,D
10/19/2017,10919,8,24597.59418,23353.296,G
10/20/2017,10920,1,11356.23,11484.96,D
10/20/2017,10921,1,11356.23,10934.4,G
10/20/2017,10922,1,30283.28,28110.08,G
10/20/2017,10923,3,15183.27951,14407.504,G
10/20/2017,10924,3,9463.525,9570.8,D
10/23/2017,10925,1,11356.23,11597.28,D
10/23/2017,10926,1,8327.902,8032.992,G
10/23/2017,10927,2,15141.64,14605.44,G
10/23/2017,10928,2,13279.21828,12808.96,G
10/23/2017,10929,4,11356.23,11597.28,D
10/23/2017,10930,4,11356.23,10954.08,G
10/23/2017,10931,5,9910.20338,10120.56,D
10/24/2017,10932,1,30283.28,28277.76,G
10/24/2017,10933,2,10220.607,10366.272,D
10/24/2017,10934,2,12488.06759,12666.048,D
10/25/2017,10935,1,11356.23,11417.28,D
10/25/2017,10936,1,11356.23,11417.28,D
10/26/2017,10937,1,9842.066,9276.384,G
10/26/2017,10938,4,12628.12776,11902.32,G
10/26/2017,10939,5,9913.98879,9344.176,G
10/27/2017,10940,1,6431.41159,5990.816,G
10/27/2017,10941,1,11360.01541,11161.792,D
10/27/2017,10942,1,32164.62877,28847.664,G
10/27/2017,10943,4,7570.82,7438.72,D
10/30/2017,10944,1,12491.853,12145.584,D
10/30/2017,10945,1,11360.01541,10530.864,G
10/30/2017,10946,2,9452.16877,9190.16,D
10/30/2017,10947,2,3785.41,3680.48,D
10/30/2017,10948,2,12866.60859,11927.504,G
10/30/2017,10949,2,15293.0564,14720.464,D
10/30/2017,10950,5,7570.82,7360.96,D
10/31/2017,10951,1,30290.85082,26873.92,G
11/1/2017,10952,1,13248.935,12900.16,D
11/1/2017,10953,2,15164.35246,13731.296,G
11/1/2017,10954,4,9463.525,9214.4,D
11/2/2017,10955,1,6071.79764,6001.264,D
11/2/2017,10956,1,11356.23,10190.4,G
11/2/2017,10957,5,10610.50423,9521.232,G
11/3/2017,10958,1,30271.92377,25969.136,G
11/3/2017,10959,1,4156.38018,3999.712,D
11/3/2017,10960,1,6056.656,5828.352,D
11/3/2017,10961,1,4504.6379,4020.304,G
11/3/2017,10962,4,11356.23,10135.2,G
11/3/2017,10963,7,1684.50745,1621.024,D
11/3/2017,10964,7,2649.787,2364.88,G
11/6/2017,10965,1,5261.7199,4658.608,G
11/6/2017,10966,1,14248.28324,13700.352,D
11/7/2017,10967,1,32179.77041,27302.48,G
11/7/2017,10968,2,12885.53564,12226.624,D
11/7/2017,10969,2,9842.066,9338.784,D
11/7/2017,10970,3,14384.558,13648.992,D
11/7/2017,10971,6,11341.08836,10014.8,G
11/8/2017,10972,1,9467.31041,8712.688,D
11/8/2017,10973,1,14978.86737,12647.84,G
11/8/2017,10974,1,11356.23,10451.04,D
11/8/2017,10975,2,13252.72041,11190.304,G
11/8/2017,10976,2,11129.1054,9397.184,G
11/8/2017,10977,3,9842.066,8310.432,G
11/8/2017,10978,4,11356.23,10451.04,D
11/9/2017,10979,1,9463.525,7993.6,G
11/9/2017,10980,2,13214.86631,12236.928,D
11/9/2017,10981,4,9486.23746,8012.8,G
11/10/2017,10982,1,9842.066,8357.024,G
11/10/2017,10983,1,11356.23,10437.12,D
11/10/2017,10984,5,8267.33544,7598.224,D
11/10/2017,10985,5,9175.83384,7791.312,G
11/13/2017,10986,1,11356.23,10420.8,D
11/13/2017,10987,1,9463.525,8075.2,G
11/14/2017,10988,1,32164.62877,26554.144,G
11/14/2017,10989,2,13211.0809,12201.6,D
11/14/2017,10990,4,9463.525,8740.4,D
11/15/2017,10991,1,13248.935,11707.92,D
11/15/2017,10992,1,9463.525,8362.8,D
11/15/2017,10993,2,15247.63148,12613.76,G
11/15/2017,10994,2,9512.73533,8002.192,G
11/17/2017,10995,1,11356.23,9604.8,G
11/17/2017,10996,1,6435.197,5613.536,D
11/17/2017,10997,1,30283.28,24564.48,G
11/17/2017,10998,2,15149.21082,13067.648,D
11/17/2017,,2,,,
11/17/2017,10999,4,11356.23,9604.8,G
11/17/2017,11000,4,9463.525,8255.2,D
11/17/2017,11001,5,11734.771,9924.96,G
11/20/2017,11002,1,11352.44459,9400.544,G
11/20/2017,11003,1,11356.23,9819.36,D
11/20/2017,11004,2,11356.23,9819.36,D
11/21/2017,11005,1,32175.985,24848.56,G
11/21/2017,11006,4,7381.5495,6199.44,D
11/22/2017,11007,1,12870.394,10777.728,D
11/22/2017,11008,1,10220.607,8558.784,D
11/22/2017,11009,2,10822.48719,8645.616,G
11/22/2017,11010,2,13635.04682,10892.448,G
11/23/2017,11011,1,10977.689,8730.16,G
11/23/2017,11012,2,11481.14853,9406.656,D
11/23/2017,11013,2,11360.01541,9307.424,D
11/23/2017,11014,5,9455.95418,7747.408,D
11/24/2017,11015,1,7570.82,6200.96,D
11/24/2017,11016,1,7570.82,6144.32,G
11/24/2017,11017,4,9467.31041,7683.472,G
11/24/2017,11018,5,9497.59369,7708.048,G
11/25/2017,11019,1,32175.985,30118.56,G
11/27/2017,11020,1,10977.689,10748.56,G
11/27/2017,11021,1,11356.23,10807.2,D
11/27/2017,11022,3,15141.64,14825.6,G
11/28/2017,11023,2,16625.52072,15519.568,D
11/28/2017,11024,4,9463.525,9006,D
11/29/2017,11025,1,8138.6315,7745.168,D
11/29/2017,11026,1,10459.08783,9953.424,D
11/29/2017,11027,1,32179.77041,30122.096,G
11/29/2017,11028,2,15141.64,14825.6,G
11/29/2017,11029,2,9463.525,9266,G
11/29/2017,11030,3,12491.853,11887.92,D
11/30/2017,11031,2,13627.476,12968.64,D
11/30/2017,11032,4,8751.86792,8328.752,D
11/30/2017,11033,5,10091.90306,9881.28,G
12/1/2017,11034,1,30389.27148,28446.096,G
12/1/2017,11035,1,10705.13948,10187.584,D
12/1/2017,11036,1,7196.06441,6848.16,D
12/1/2017,11037,1,20819.755,20006.8,G
12/1/2017,11038,2,11087.46589,10551.424,D
12/1/2017,11039,4,11356.23,11119.2,G
12/1/2017,11040,4,11356.23,10807.2,D
12/4/2017,11041,1,143.84558,140.848,G
12/4/2017,11042,1,9842.066,9636.64,G
12/4/2017,11043,1,12870.394,12248.16,D
12/4/2017,11044,7,2929.90734,2868.752,G
12/5/2017,11045,1,15898.722,15277.92,G
12/5/2017,11046,2,11329.73213,11093.248,G
12/5/2017,11047,2,9490.02287,9291.952,G
12/6/2017,11048,1,7570.82,7204.8,D
12/6/2017,11049,1,11942.96855,11365.584,D
12/6/2017,11050,2,11352.44459,10803.6,D
12/6/2017,11051,2,9463.525,9006,D
12/7/2017,11052,1,13631.26141,13346.736,G
12/7/2017,11053,5,11413.01115,11174.816,G
12/7/2017,11054,5,9516.52074,9056.432,D
12/8/2017,11055,1,11363.80082,11126.624,G
12/8/2017,11056,1,5791.6773,5670.8,G
12/8/2017,11057,1,9842.066,9366.24,D
12/8/2017,11058,1,30389.27148,28446.096,G
12/8/2017,11059,4,9463.525,9006,D
12/8/2017,11060,4,13233.79336,12957.584,G
12/11/2017,11061,4,9467.31041,9269.696,G
12/12/2017,11062,1,11356.23,10807.2,D
12/12/2017,11063,1,8706.443,8524.72,G
12/12/2017,11064,1,26497.87,25463.2,G
12/12/2017,11065,2,11466.00689,11226.688,G
12/12/2017,11066,2,15947.93233,14887.056,D
12/12/2017,11067,2,13211.0809,12572.384,D
12/13/2017,11068,1,9463.525,9266,G
12/13/2017,11069,1,10224.39241,9730.08,D
12/13/2017,11070,1,10273.60274,9776.912,D
12/13/2017,11071,2,16655.804,16308.16,G
12/13/2017,11072,4,15141.64,14409.6,D
12/13/2017,11073,6,15141.64,14825.6,G
12/14/2017,11074,5,11390.29869,11152.56,G
12/15/2017,11075,1,32175.985,30118.56,G
12/15/2017,11076,1,3785.41,3706.4,G
12/15/2017,11077,1,4163.951,4077.04,G
12/15/2017,11078,1,11356.23,10807.2,D
12/15/2017,11079,2,12877.96482,12255.36,D
12/18/2017,11080,1,24226.624,23280.64,G
12/18/2017,11081,1,7570.82,7204.8,D
12/18/2017,11082,1,15932.79069,15600.24,G
12/18/2017,11083,1,9577.0873,9114.08,D
12/18/2017,11084,4,9062.27154,8624.144,D
12/18/2017,11085,4,9084.984,8895.36,G
12/18/2017,11086,5,9463.525,9006,D
12/20/2017,11087,1,3785.41,3706.4,G
12/20/2017,11088,1,14006.017,13713.68,G
12/20/2017,11089,1,3785.41,3602.4,D
12/20/2017,11090,2,11356.23,11119.2,G
12/20/2017,11091,2,9463.525,9266,G
12/20/2017,11092,5,6813.738,6511.52,G
12/20/2017,11093,8,15145.42541,14554.032,G
12/20/2017,,8,,,
12/21/2017,11094,2,13536.62616,12882.192,D
12/21/2017,11095,8,9194.76089,8750.224,D
12/22/2017,11096,1,15149.21082,14557.68,G
12/22/2017,11097,1,7192.279,7042.16,G
12/22/2017,11098,1,11360.01541,10810.8,D
12/22/2017,11099,2,11356.23,10807.2,D
12/25/2017,11100,1,9459.73959,9002.4,D
12/25/2017,11101,1,23469.542,22553.12,G
12/25/2017,11102,1,4542.492,4447.68,G
12/25/2017,11103,4,11360.01541,10810.8,D
12/25/2017,11104,4,7570.82,7412.8,G
12/27/2017,11105,2,11367.58623,11130.32,G
12/27/2017,11106,2,11378.94246,11141.456,G
12/27/2017,11107,3,17034.345,16369.2,G
12/27/2017,11108,3,13381.42435,12734.496,D
12/28/2017,11109,1,11356.23,10807.2,D
12/28/2017,11110,1,15141.64,14409.6,D
12/28/2017,11111,2,11397.86951,10846.832,D
12/28/2017,11112,2,11367.58623,10818,D
12/29/2017,11113,1,30290.85082,28353.968,G
12/29/2017,11114,5,7574.60541,7208.4,D
12/29/2017,11115,5,7570.82,7412.8,G
12/29/2017,11116,7,2649.787,2594.48,G
1/1/2018,11117,1,9463.525,9006,D
1/1/2018,11118,1,11356.23,11119.2,G
1/2/2018,11119,1,8327.902,7925.28,D
1/2/2018,11120,1,32175.985,30118.56,G
1/2/2018,11121,1,8589.09529,8173.84,D
